 %[acid] (cm^-3)         [DMA] (ppt)               T (K)            CS (1/s)       J (cm^-3s^-1)
     3.16228E+05         3.16228E+08         2.40000E+02         1.00000E-02         6.74888E-03
     3.16228E+05         1.00000E+09         2.40000E+02         1.00000E-02         7.03848E-03
     1.00000E+06         1.00000E+04         2.40000E+02         1.00000E-02         1.29134E-13
     1.00000E+06         3.16228E+04         2.40000E+02         1.00000E-02         1.30879E-11
     1.00000E+06         1.00000E+05         2.40000E+02         1.00000E-02         1.36110E-09
     1.00000E+06         3.16228E+05         2.40000E+02         1.00000E-02         1.49989E-07
     1.00000E+06         1.00000E+06         2.40000E+02         1.00000E-02         1.73528E-05
     1.00000E+06         3.16228E+06         2.40000E+02         1.00000E-02         1.57073E-03
     1.00000E+06         1.00000E+07         2.40000E+02         1.00000E-02         5.10836E-02
     1.00000E+06         3.16228E+07         2.40000E+02         1.00000E-02         3.11293E-01
     1.00000E+06         1.00000E+08         2.40000E+02         1.00000E-02         5.52209E-01
     1.00000E+06         3.16228E+08         2.40000E+02         1.00000E-02         6.35421E-01
     1.00000E+06         1.00000E+09         2.40000E+02         1.00000E-02         6.62972E-01
     3.16228E+06         1.00000E+04         2.40000E+02         1.00000E-02         2.63738E-11
     3.16228E+06         3.16228E+04         2.40000E+02         1.00000E-02         2.63080E-09
     3.16228E+06         1.00000E+05         2.40000E+02         1.00000E-02         2.60953E-07
     3.16228E+06         3.16228E+05         2.40000E+02         1.00000E-02         2.53815E-05
     3.16228E+06         1.00000E+06         2.40000E+02         1.00000E-02         2.28846E-03
     3.16228E+06         3.16228E+06         2.40000E+02         1.00000E-02         1.53012E-01
     3.16228E+06         1.00000E+07         2.40000E+02         1.00000E-02         4.16257E+00
     3.16228E+06         3.16228E+07         2.40000E+02         1.00000E-02         2.49128E+01
     3.16228E+06         1.00000E+08         2.40000E+02         1.00000E-02         4.52328E+01
     3.16228E+06         3.16228E+08         2.40000E+02         1.00000E-02         5.25200E+01
     3.16228E+06         1.00000E+09         2.40000E+02         1.00000E-02         5.48729E+01
     1.00000E+07         1.00000E+04         2.40000E+02         1.00000E-02         2.87847E-09
     1.00000E+07         3.16228E+04         2.40000E+02         1.00000E-02         2.85636E-07
     1.00000E+07         1.00000E+05         2.40000E+02         1.00000E-02         2.78782E-05
     1.00000E+07         3.16228E+05         2.40000E+02         1.00000E-02         2.58422E-03
     1.00000E+07         1.00000E+06         2.40000E+02         1.00000E-02         2.05194E-01
     1.00000E+07         3.16228E+06         2.40000E+02         1.00000E-02         1.06900E+01
     1.00000E+07         1.00000E+07         2.40000E+02         1.00000E-02         2.24490E+02
     1.00000E+07         3.16228E+07         2.40000E+02         1.00000E-02         1.28092E+03
     1.00000E+07         1.00000E+08         2.40000E+02         1.00000E-02         2.47530E+03
     1.00000E+07         3.16228E+08         2.40000E+02         1.00000E-02         2.95862E+03
     1.00000E+07         1.00000E+09         2.40000E+02         1.00000E-02         3.10760E+03
     3.16228E+07         1.00000E+04         2.40000E+02         1.00000E-02         1.40057E-07
     3.16228E+07         3.16228E+04         2.40000E+02         1.00000E-02         1.38326E-05
     3.16228E+07         1.00000E+05         2.40000E+02         1.00000E-02         1.33030E-03
     3.16228E+07         3.16228E+05         2.40000E+02         1.00000E-02         1.17912E-01
     3.16228E+07         1.00000E+06         2.40000E+02         1.00000E-02         8.26083E+00
     3.16228E+07         3.16228E+06         2.40000E+02         1.00000E-02         3.26853E+02
     3.16228E+07         1.00000E+07         2.40000E+02         1.00000E-02         4.94067E+03
     3.16228E+07         3.16228E+07         2.40000E+02         1.00000E-02         2.64889E+04
     3.16228E+07         1.00000E+08         2.40000E+02         1.00000E-02         5.97851E+04
     3.16228E+07         3.16228E+08         2.40000E+02         1.00000E-02         7.88441E+04
     3.16228E+07         1.00000E+09         2.40000E+02         1.00000E-02         8.50244E+04
     1.00000E+08         1.00000E+04         2.40000E+02         1.00000E-02         5.37300E-06
     1.00000E+08         3.16228E+04         2.40000E+02         1.00000E-02         5.22951E-04
     1.00000E+08         1.00000E+05         2.40000E+02         1.00000E-02         4.80747E-02
     1.00000E+08         3.16228E+05         2.40000E+02         1.00000E-02         3.73470E+00
     1.00000E+08         1.00000E+06         2.40000E+02         1.00000E-02         1.88105E+02
     1.00000E+08         3.16228E+06         2.40000E+02         1.00000E-02         4.27018E+03
     1.00000E+08         1.00000E+07         2.40000E+02         1.00000E-02         4.09853E+04
     1.00000E+08         3.16228E+07         2.40000E+02         1.00000E-02         2.07171E+05
     1.00000E+08         1.00000E+08         2.40000E+02         1.00000E-02         6.03997E+05
     1.00000E+08         3.16228E+08         2.40000E+02         1.00000E-02         1.02669E+06
     1.00000E+08         1.00000E+09         2.40000E+02         1.00000E-02         1.22796E+06
     3.16228E+08         1.00000E+04         2.40000E+02         1.00000E-02         2.90633E-04
     3.16228E+08         3.16228E+04         2.40000E+02         1.00000E-02         2.69698E-02
     3.16228E+08         1.00000E+05         2.40000E+02         1.00000E-02         2.15299E+00
     3.16228E+08         3.16228E+05         2.40000E+02         1.00000E-02         1.15911E+02
     3.16228E+08         1.00000E+06         2.40000E+02         1.00000E-02         2.94014E+03
     3.16228E+08         3.16228E+06         2.40000E+02         1.00000E-02         3.22194E+04
     3.16228E+08         1.00000E+07         2.40000E+02         1.00000E-02         2.01158E+05
     3.16228E+08         3.16228E+07         2.40000E+02         1.00000E-02         9.11818E+05
     3.16228E+08         1.00000E+08         2.40000E+02         1.00000E-02         3.19707E+06
     3.16228E+08         3.16228E+08         2.40000E+02         1.00000E-02         7.83648E+06
     3.16228E+08         1.00000E+09         2.40000E+02         1.00000E-02         1.22881E+07
     1.00000E+09         1.00000E+04         2.40000E+02         1.00000E-02         2.25546E-02
     1.00000E+09         3.16228E+04         2.40000E+02         1.00000E-02         1.80529E+00
     1.00000E+09         1.00000E+05         2.40000E+02         1.00000E-02         9.78532E+01
     1.00000E+09         3.16228E+05         2.40000E+02         1.00000E-02         2.50765E+03
     1.00000E+09         1.00000E+06         2.40000E+02         1.00000E-02         2.75865E+04
     1.00000E+09         3.16228E+06         2.40000E+02         1.00000E-02         1.72154E+05
     1.00000E+09         1.00000E+07         2.40000E+02         1.00000E-02         8.02127E+05
     1.00000E+09         3.16228E+07         2.40000E+02         1.00000E-02         3.22951E+06
     1.00000E+09         1.00000E+08         2.40000E+02         1.00000E-02         1.17938E+07
     1.00000E+09         3.16228E+08         2.40000E+02         1.00000E-02         3.73046E+07
     1.00000E+09         1.00000E+09         2.40000E+02         1.00000E-02         8.69354E+07
     3.16228E+09         1.00000E+04         2.40000E+02         1.00000E-02         2.12961E+00
     3.16228E+09         3.16228E+04         2.40000E+02         1.00000E-02         1.11920E+02
     3.16228E+09         1.00000E+05         2.40000E+02         1.00000E-02         2.73368E+03
     3.16228E+09         3.16228E+05         2.40000E+02         1.00000E-02         2.87338E+04
     3.16228E+09         1.00000E+06         2.40000E+02         1.00000E-02         1.72643E+05
     3.16228E+09         3.16228E+06         2.40000E+02         1.00000E-02         7.75970E+05
     3.16228E+09         1.00000E+07         2.40000E+02         1.00000E-02         3.03017E+06
     3.16228E+09         3.16228E+07         2.40000E+02         1.00000E-02         1.10922E+07
     3.16228E+09         1.00000E+08         2.40000E+02         1.00000E-02         3.93668E+07
     3.16228E+09         3.16228E+08         2.40000E+02         1.00000E-02         1.34680E+08
     3.16228E+09         1.00000E+09         2.40000E+02         1.00000E-02         4.12887E+08
     1.00000E+04         1.00000E+04         2.40000E+02         1.00000E-01         3.51261E-30
     1.00000E+04         3.16228E+04         2.40000E+02         1.00000E-01         7.53504E-28
     1.00000E+04         1.00000E+05         2.40000E+02         1.00000E-01         2.02017E-25
     1.00000E+04         3.16228E+05         2.40000E+02         1.00000E-01         5.97276E-23
     1.00000E+04         1.00000E+06         2.40000E+02         1.00000E-01         1.79561E-20
     1.00000E+04         3.16228E+06         2.40000E+02         1.00000E-01         5.10968E-18
     1.00000E+04         1.00000E+07         2.40000E+02         1.00000E-01         1.18925E-15
     1.00000E+04         3.16228E+07         2.40000E+02         1.00000E-01         1.56588E-13
     1.00000E+04         1.00000E+08         2.40000E+02         1.00000E-01         5.76914E-12
     1.00000E+04         3.16228E+08         2.40000E+02         1.00000E-01         3.53281E-11
     1.00000E+04         1.00000E+09         2.40000E+02         1.00000E-01         6.19874E-11
     3.16228E+04         1.00000E+04         2.40000E+02         1.00000E-01         7.07421E-28
     3.16228E+04         3.16228E+04         2.40000E+02         1.00000E-01         1.10909E-25
     3.16228E+04         1.00000E+05         2.40000E+02         1.00000E-01         2.37393E-23
     3.16228E+04         3.16228E+05         2.40000E+02         1.00000E-01         6.32081E-21
     3.16228E+04         1.00000E+06         2.40000E+02         1.00000E-01         1.82866E-18
     3.16228E+04         3.16228E+06         2.40000E+02         1.00000E-01         5.13774E-16
     3.16228E+04         1.00000E+07         2.40000E+02         1.00000E-01         1.19090E-13
     3.16228E+04         3.16228E+07         2.40000E+02         1.00000E-01         1.56607E-11
     3.16228E+04         1.00000E+08         2.40000E+02         1.00000E-01         5.76795E-10
     3.16228E+04         3.16228E+08         2.40000E+02         1.00000E-01         3.53201E-09
     3.16228E+04         1.00000E+09         2.40000E+02         1.00000E-01         6.19750E-09
     1.00000E+05         1.00000E+04         2.40000E+02         1.00000E-01         1.83141E-25
     1.00000E+05         3.16228E+04         2.40000E+02         1.00000E-01         2.23124E-23
     1.00000E+05         1.00000E+05         2.40000E+02         1.00000E-01         3.49033E-21
     1.00000E+05         3.16228E+05         2.40000E+02         1.00000E-01         7.41918E-19
     1.00000E+05         1.00000E+06         2.40000E+02         1.00000E-01         1.93298E-16
     1.00000E+05         3.16228E+06         2.40000E+02         1.00000E-01         5.22629E-14
     1.00000E+05         1.00000E+07         2.40000E+02         1.00000E-01         1.19610E-11
     1.00000E+05         3.16228E+07         2.40000E+02         1.00000E-01         1.56666E-09
     1.00000E+05         1.00000E+08         2.40000E+02         1.00000E-01         5.76418E-08
     1.00000E+05         3.16228E+08         2.40000E+02         1.00000E-01         3.52950E-07
     1.00000E+05         1.00000E+09         2.40000E+02         1.00000E-01         6.19357E-07
     3.16228E+05         1.00000E+04         2.40000E+02         1.00000E-01         5.36292E-23
     3.16228E+05         3.16228E+04         2.40000E+02         1.00000E-01         5.75701E-21
     3.16228E+05         1.00000E+05         2.40000E+02         1.00000E-01         6.99800E-19
     3.16228E+05         3.16228E+05         2.40000E+02         1.00000E-01         1.08702E-16
     3.16228E+05         1.00000E+06         2.40000E+02         1.00000E-01         2.26074E-14
     3.16228E+05         3.16228E+06         2.40000E+02         1.00000E-01         5.50447E-12
     3.16228E+05         1.00000E+07         2.40000E+02         1.00000E-01         1.21244E-09
     3.16228E+05         3.16228E+07         2.40000E+02         1.00000E-01         1.56851E-07
     3.16228E+05         1.00000E+08         2.40000E+02         1.00000E-01         5.75231E-06
     3.16228E+05         3.16228E+08         2.40000E+02         1.00000E-01         3.52157E-05
     3.16228E+05         1.00000E+09         2.40000E+02         1.00000E-01         6.18118E-05
     1.00000E+06         1.00000E+04         2.40000E+02         1.00000E-01         1.63053E-20
     1.00000E+06         3.16228E+04         2.40000E+02         1.00000E-01         1.66816E-18
     1.00000E+06         1.00000E+05         2.40000E+02         1.00000E-01         1.78664E-16
     1.00000E+06         3.16228E+05         2.40000E+02         1.00000E-01         2.15629E-14
     1.00000E+06         1.00000E+06         2.40000E+02         1.00000E-01         3.27619E-12
     1.00000E+06         3.16228E+06         2.40000E+02         1.00000E-01         6.36614E-10
     1.00000E+06         1.00000E+07         2.40000E+02         1.00000E-01         1.26300E-07
     1.00000E+06         3.16228E+07         2.40000E+02         1.00000E-01         1.57412E-05
     1.00000E+06         1.00000E+08         2.40000E+02         1.00000E-01         5.71491E-04
     1.00000E+06         3.16228E+08         2.40000E+02         1.00000E-01         3.49659E-03
     1.00000E+06         1.00000E+09         2.40000E+02         1.00000E-01         6.14215E-03
     3.16228E+06         1.00000E+04         2.40000E+02         1.00000E-01         4.87537E-18
     3.16228E+06         3.16228E+04         2.40000E+02         1.00000E-01         4.90769E-16
     3.16228E+06         1.00000E+05         2.40000E+02         1.00000E-01         5.00946E-14
     3.16228E+06         3.16228E+05         2.40000E+02         1.00000E-01         5.32677E-12
     3.16228E+06         1.00000E+06         2.40000E+02         1.00000E-01         6.28646E-10
     3.16228E+06         3.16228E+06         2.40000E+02         1.00000E-01         8.91847E-08
     3.16228E+06         1.00000E+07         2.40000E+02         1.00000E-01         1.41218E-05
     3.16228E+06         3.16228E+07         2.40000E+02         1.00000E-01         1.58954E-03
     3.16228E+06         1.00000E+08         2.40000E+02         1.00000E-01         5.59823E-02
     3.16228E+06         3.16228E+08         2.40000E+02         1.00000E-01         3.41882E-01
     3.16228E+06         1.00000E+09         2.40000E+02         1.00000E-01         6.02030E-01
     1.00000E+07         1.00000E+04         2.40000E+02         1.00000E-01         1.32576E-15
     1.00000E+07         3.16228E+04         2.40000E+02         1.00000E-01         1.32760E-13
     1.00000E+07         1.00000E+05         2.40000E+02         1.00000E-01         1.33339E-11
     1.00000E+07         3.16228E+05         2.40000E+02         1.00000E-01         1.35139E-09
     1.00000E+07         1.00000E+06         2.40000E+02         1.00000E-01         1.40532E-07
     1.00000E+07         3.16228E+06         2.40000E+02         1.00000E-01         1.54835E-05
     1.00000E+07         1.00000E+07         2.40000E+02         1.00000E-01         1.79034E-03
     1.00000E+07         3.16228E+07         2.40000E+02         1.00000E-01         1.61797E-01
     1.00000E+07         1.00000E+08         2.40000E+02         1.00000E-01         5.24495E+00
     1.00000E+07         3.16228E+08         2.40000E+02         1.00000E-01         3.18448E+01
     1.00000E+07         1.00000E+09         2.40000E+02         1.00000E-01         5.65037E+01
     3.16228E+07         1.00000E+04         2.40000E+02         1.00000E-01         2.72502E-13
     3.16228E+07         3.16228E+04         2.40000E+02         1.00000E-01         2.72435E-11
     3.16228E+07         1.00000E+05         2.40000E+02         1.00000E-01         2.72219E-09
     3.16228E+07         3.16228E+05         2.40000E+02         1.00000E-01         2.71534E-07
     3.16228E+07         1.00000E+06         2.40000E+02         1.00000E-01         2.69318E-05
     3.16228E+07         3.16228E+06         2.40000E+02         1.00000E-01         2.61890E-03
     3.16228E+07         1.00000E+07         2.40000E+02         1.00000E-01         2.35971E-01
     3.16228E+07         3.16228E+07         2.40000E+02         1.00000E-01         1.57526E+01
     3.16228E+07         1.00000E+08         2.40000E+02         1.00000E-01         4.27304E+02
     3.16228E+07         3.16228E+08         2.40000E+02         1.00000E-01         2.54860E+03
     3.16228E+07         1.00000E+09         2.40000E+02         1.00000E-01         4.62440E+03
     1.00000E+08         1.00000E+04         2.40000E+02         1.00000E-01         2.98110E-11
     1.00000E+08         3.16228E+04         2.40000E+02         1.00000E-01         2.97879E-09
     1.00000E+08         1.00000E+05         2.40000E+02         1.00000E-01         2.97149E-07
     1.00000E+08         3.16228E+05         2.40000E+02         1.00000E-01         2.94859E-05
     1.00000E+08         1.00000E+06         2.40000E+02         1.00000E-01         2.87759E-03
     1.00000E+08         3.16228E+06         2.40000E+02         1.00000E-01         2.66676E-01
     1.00000E+08         1.00000E+07         2.40000E+02         1.00000E-01         2.11595E+01
     1.00000E+08         3.16228E+07         2.40000E+02         1.00000E-01         1.10051E+03
     1.00000E+08         1.00000E+08         2.40000E+02         1.00000E-01         2.30495E+04
     1.00000E+08         3.16228E+08         2.40000E+02         1.00000E-01         1.31117E+05
     1.00000E+08         1.00000E+09         2.40000E+02         1.00000E-01         2.52684E+05
     3.16228E+08         1.00000E+04         2.40000E+02         1.00000E-01         1.46812E-09
     3.16228E+08         3.16228E+04         2.40000E+02         1.00000E-01         1.46627E-07
     3.16228E+08         1.00000E+05         2.40000E+02         1.00000E-01         1.46046E-05
     3.16228E+08         3.16228E+05         2.40000E+02         1.00000E-01         1.44227E-03
     3.16228E+08         1.00000E+06         2.40000E+02         1.00000E-01         1.38664E-01
     3.16228E+08         3.16228E+06         2.40000E+02         1.00000E-01         1.22798E+01
     3.16228E+08         1.00000E+07         2.40000E+02         1.00000E-01         8.58335E+02
     3.16228E+08         3.16228E+07         2.40000E+02         1.00000E-01         3.38157E+04
     3.16228E+08         1.00000E+08         2.40000E+02         1.00000E-01         5.09203E+05
     3.16228E+08         3.16228E+08         2.40000E+02         1.00000E-01         2.72583E+06
     3.16228E+08         1.00000E+09         2.40000E+02         1.00000E-01         6.12575E+06
     1.00000E+09         1.00000E+04         2.40000E+02         1.00000E-01         6.03671E-08
     1.00000E+09         3.16228E+04         2.40000E+02         1.00000E-01         6.01980E-06
     1.00000E+09         1.00000E+05         2.40000E+02         1.00000E-01         5.96675E-04
     1.00000E+09         3.16228E+05         2.40000E+02         1.00000E-01         5.80297E-02
     1.00000E+09         1.00000E+06         2.40000E+02         1.00000E-01         5.32229E+00
     1.00000E+09         3.16228E+06         2.40000E+02         1.00000E-01         4.10778E+02
     1.00000E+09         1.00000E+07         2.40000E+02         1.00000E-01         2.03897E+04
     1.00000E+09         3.16228E+07         2.40000E+02         1.00000E-01         4.53874E+05
     1.00000E+09         1.00000E+08         2.40000E+02         1.00000E-01         4.30234E+06
     1.00000E+09         3.16228E+08         2.40000E+02         1.00000E-01         2.17079E+07
     1.00000E+09         1.00000E+09         2.40000E+02         1.00000E-01         6.32793E+07
     3.16228E+09         1.00000E+04         2.40000E+02         1.00000E-01         4.21869E-06
     3.16228E+09         3.16228E+04         2.40000E+02         1.00000E-01         4.18354E-04
     3.16228E+09         1.00000E+05         2.40000E+02         1.00000E-01         4.07490E-02
     3.16228E+09         3.16228E+05         2.40000E+02         1.00000E-01         3.75494E+00
     3.16228E+09         1.00000E+06         2.40000E+02         1.00000E-01         2.93828E+02
     3.16228E+09         3.16228E+06         2.40000E+02         1.00000E-01         1.50991E+04
     3.16228E+09         1.00000E+07         2.40000E+02         1.00000E-01         3.57522E+05
     3.16228E+09         3.16228E+07         2.40000E+02         1.00000E-01         3.70671E+06
     3.16228E+09         1.00000E+08         2.40000E+02         1.00000E-01         2.24490E+07
     3.16228E+09         3.16228E+08         2.40000E+02         1.00000E-01         1.00422E+08
     3.16228E+09         1.00000E+09         2.40000E+02         1.00000E-01         3.51585E+08
     1.00000E+04         1.00000E+04         2.40000E+02         2.00000E-01         2.80662E-32
     1.00000E+04         3.16228E+04         2.40000E+02         2.00000E-01         6.02532E-30
     1.00000E+04         1.00000E+05         2.40000E+02         2.00000E-01         1.61824E-27
     1.00000E+04         3.16228E+05         2.40000E+02         2.00000E-01         4.80888E-25
     1.00000E+04         1.00000E+06         2.40000E+02         2.00000E-01         1.46884E-22
     1.00000E+04         3.16228E+06         2.40000E+02         2.00000E-01         4.39134E-20
     1.00000E+04         1.00000E+07         2.40000E+02         2.00000E-01         1.18590E-17
     1.00000E+04         3.16228E+07         2.40000E+02         2.00000E-01         2.34470E-15
     1.00000E+04         1.00000E+08         2.40000E+02         2.00000E-01         2.05027E-13
     1.00000E+04         3.16228E+08         2.40000E+02         2.00000E-01         3.73792E-12
     1.00000E+04         1.00000E+09         2.40000E+02         2.00000E-01         1.23513E-11
     3.16228E+04         1.00000E+04         2.40000E+02         2.00000E-01         5.65215E-30
     3.16228E+04         3.16228E+04         2.40000E+02         2.00000E-01         8.86853E-28
     3.16228E+04         1.00000E+05         2.40000E+02         2.00000E-01         1.90183E-25
     3.16228E+04         3.16228E+05         2.40000E+02         2.00000E-01         5.09017E-23
     3.16228E+04         1.00000E+06         2.40000E+02         2.00000E-01         1.49626E-20
     3.16228E+04         3.16228E+06         2.40000E+02         2.00000E-01         4.41660E-18
     3.16228E+04         1.00000E+07         2.40000E+02         2.00000E-01         1.18785E-15
     3.16228E+04         3.16228E+07         2.40000E+02         2.00000E-01         2.34552E-13
     3.16228E+04         1.00000E+08         2.40000E+02         2.00000E-01         2.05020E-11
     3.16228E+04         3.16228E+08         2.40000E+02         2.00000E-01         3.73749E-10
     3.16228E+04         1.00000E+09         2.40000E+02         2.00000E-01         1.23500E-09
     1.00000E+05         1.00000E+04         2.40000E+02         2.00000E-01         1.46414E-27
     1.00000E+05         3.16228E+04         2.40000E+02         2.00000E-01         1.78504E-25
     1.00000E+05         1.00000E+05         2.40000E+02         2.00000E-01         2.79771E-23
     1.00000E+05         3.16228E+05         2.40000E+02         2.00000E-01         5.97880E-21
     1.00000E+05         1.00000E+06         2.40000E+02         2.00000E-01         1.58286E-18
     1.00000E+05         3.16228E+06         2.40000E+02         2.00000E-01         4.49642E-16
     1.00000E+05         1.00000E+07         2.40000E+02         2.00000E-01         1.19400E-13
     1.00000E+05         3.16228E+07         2.40000E+02         2.00000E-01         2.34810E-11
     1.00000E+05         1.00000E+08         2.40000E+02         2.00000E-01         2.04996E-09
     1.00000E+05         3.16228E+08         2.40000E+02         2.00000E-01         3.73612E-08
     1.00000E+05         1.00000E+09         2.40000E+02         2.00000E-01         1.23458E-07
     3.16228E+05         1.00000E+04         2.40000E+02         2.00000E-01         4.29766E-25
     3.16228E+05         3.16228E+04         2.40000E+02         2.00000E-01         4.61626E-23
     3.16228E+05         1.00000E+05         2.40000E+02         2.00000E-01         5.62165E-21
     3.16228E+05         3.16228E+05         2.40000E+02         2.00000E-01         8.77985E-19
     3.16228E+05         1.00000E+06         2.40000E+02         2.00000E-01         1.85584E-16
     3.16228E+05         3.16228E+06         2.40000E+02         2.00000E-01         4.74801E-14
     3.16228E+05         1.00000E+07         2.40000E+02         2.00000E-01         1.21338E-11
     3.16228E+05         3.16228E+07         2.40000E+02         2.00000E-01         2.35622E-09
     3.16228E+05         1.00000E+08         2.40000E+02         2.00000E-01         2.04920E-07
     3.16228E+05         3.16228E+08         2.40000E+02         2.00000E-01         3.73182E-06
     3.16228E+05         1.00000E+09         2.40000E+02         2.00000E-01         1.23326E-05
     1.00000E+06         1.00000E+04         2.40000E+02         2.00000E-01         1.31675E-22
     1.00000E+06         3.16228E+04         2.40000E+02         2.00000E-01         1.34789E-20
     1.00000E+06         1.00000E+05         2.40000E+02         2.00000E-01         1.44615E-18
     1.00000E+06         3.16228E+05         2.40000E+02         2.00000E-01         1.75480E-16
     1.00000E+06         1.00000E+06         2.40000E+02         2.00000E-01         2.71036E-14
     1.00000E+06         3.16228E+06         2.40000E+02         2.00000E-01         5.53549E-12
     1.00000E+06         1.00000E+07         2.40000E+02         2.00000E-01         1.27405E-09
     1.00000E+06         3.16228E+07         2.40000E+02         2.00000E-01         2.38159E-07
     1.00000E+06         1.00000E+08         2.40000E+02         2.00000E-01         2.04679E-05
     1.00000E+06         3.16228E+08         2.40000E+02         2.00000E-01         3.71825E-04
     1.00000E+06         1.00000E+09         2.40000E+02         2.00000E-01         1.22911E-03
     3.16228E+06         1.00000E+04         2.40000E+02         2.00000E-01         4.03309E-20
     3.16228E+06         3.16228E+04         2.40000E+02         2.00000E-01         4.06202E-18
     3.16228E+06         1.00000E+05         2.40000E+02         2.00000E-01         4.15329E-16
     3.16228E+06         3.16228E+05         2.40000E+02         2.00000E-01         4.43995E-14
     3.16228E+06         1.00000E+06         2.40000E+02         2.00000E-01         5.32707E-12
     3.16228E+06         3.16228E+06         2.40000E+02         2.00000E-01         7.94654E-10
     3.16228E+06         1.00000E+07         2.40000E+02         2.00000E-01         1.45967E-07
     3.16228E+06         3.16228E+07         2.40000E+02         2.00000E-01         2.45891E-05
     3.16228E+06         1.00000E+08         2.40000E+02         2.00000E-01         2.03895E-03
     3.16228E+06         3.16228E+08         2.40000E+02         2.00000E-01         3.67568E-02
     3.16228E+06         1.00000E+09         2.40000E+02         2.00000E-01         1.21605E-01
     1.00000E+07         1.00000E+04         2.40000E+02         2.00000E-01         1.17967E-17
     1.00000E+07         3.16228E+04         2.40000E+02         2.00000E-01         1.18193E-15
     1.00000E+07         1.00000E+05         2.40000E+02         2.00000E-01         1.18905E-13
     1.00000E+07         3.16228E+05         2.40000E+02         2.00000E-01         1.21138E-11
     1.00000E+07         1.00000E+06         2.40000E+02         2.00000E-01         1.28041E-09
     1.00000E+07         3.16228E+06         2.40000E+02         2.00000E-01         1.48318E-07
     1.00000E+07         1.00000E+07         2.40000E+02         2.00000E-01         1.98851E-05
     1.00000E+07         3.16228E+07         2.40000E+02         2.00000E-01         2.67603E-03
     1.00000E+07         1.00000E+08         2.40000E+02         2.00000E-01         2.01221E-01
     1.00000E+07         3.16228E+08         2.40000E+02         2.00000E-01         3.54455E+00
     1.00000E+07         1.00000E+09         2.40000E+02         2.00000E-01         1.17566E+01
     3.16228E+07         1.00000E+04         2.40000E+02         2.00000E-01         2.96640E-15
     3.16228E+07         3.16228E+04         2.40000E+02         2.00000E-01         2.96715E-13
     3.16228E+07         1.00000E+05         2.40000E+02         2.00000E-01         2.96950E-11
     3.16228E+07         3.16228E+05         2.40000E+02         2.00000E-01         2.97686E-09
     3.16228E+07         1.00000E+06         2.40000E+02         2.00000E-01         2.99928E-07
     3.16228E+07         3.16228E+06         2.40000E+02         2.00000E-01         3.06196E-05
     3.16228E+07         1.00000E+07         2.40000E+02         2.00000E-01         3.18926E-03
     3.16228E+07         3.16228E+07         2.40000E+02         2.00000E-01         3.13994E-01
     3.16228E+07         1.00000E+08         2.40000E+02         2.00000E-01         1.91301E+01
     3.16228E+07         3.16228E+08         2.40000E+02         2.00000E-01         3.16265E+02
     3.16228E+07         1.00000E+09         2.40000E+02         2.00000E-01         1.05662E+03
     1.00000E+08         1.00000E+04         2.40000E+02         2.00000E-01         4.98717E-13
     1.00000E+08         3.16228E+04         2.40000E+02         2.00000E-01         4.98587E-11
     1.00000E+08         1.00000E+05         2.40000E+02         2.00000E-01         4.98176E-09
     1.00000E+08         3.16228E+05         2.40000E+02         2.00000E-01         4.96877E-07
     1.00000E+08         1.00000E+06         2.40000E+02         2.00000E-01         4.92790E-05
     1.00000E+08         3.16228E+06         2.40000E+02         2.00000E-01         4.80068E-03
     1.00000E+08         1.00000E+07         2.40000E+02         2.00000E-01         4.41848E-01
     1.00000E+08         3.16228E+07         2.40000E+02         2.00000E-01         3.39982E+01
     1.00000E+08         1.00000E+08         2.40000E+02         2.00000E-01         1.54922E+03
     1.00000E+08         3.16228E+08         2.40000E+02         2.00000E-01         2.22799E+04
     1.00000E+08         1.00000E+09         2.40000E+02         2.00000E-01         7.56726E+04
     3.16228E+08         1.00000E+04         2.40000E+02         2.00000E-01         3.91801E-11
     3.16228E+08         3.16228E+04         2.40000E+02         2.00000E-01         3.91620E-09
     3.16228E+08         1.00000E+05         2.40000E+02         2.00000E-01         3.91049E-07
     3.16228E+08         3.16228E+05         2.40000E+02         2.00000E-01         3.89248E-05
     3.16228E+08         1.00000E+06         2.40000E+02         2.00000E-01         3.83622E-03
     3.16228E+08         3.16228E+06         2.40000E+02         2.00000E-01         3.66500E-01
     3.16228E+08         1.00000E+07         2.40000E+02         2.00000E-01         3.18388E+01
     3.16228E+08         3.16228E+07         2.40000E+02         2.00000E-01         2.10804E+03
     3.16228E+08         1.00000E+08         2.40000E+02         2.00000E-01         7.28683E+04
     3.16228E+08         3.16228E+08         2.40000E+02         2.00000E-01         8.42171E+05
     3.16228E+08         1.00000E+09         2.40000E+02         2.00000E-01         2.95414E+06
     1.00000E+09         1.00000E+04         2.40000E+02         2.00000E-01         1.65475E-09
     1.00000E+09         3.16228E+04         2.40000E+02         2.00000E-01         1.65336E-07
     1.00000E+09         1.00000E+05         2.40000E+02         2.00000E-01         1.64899E-05
     1.00000E+09         3.16228E+05         2.40000E+02         2.00000E-01         1.63525E-03
     1.00000E+09         1.00000E+06         2.40000E+02         2.00000E-01         1.59279E-01
     1.00000E+09         3.16228E+06         2.40000E+02         2.00000E-01         1.46759E+01
     1.00000E+09         1.00000E+07         2.40000E+02         2.00000E-01         1.14715E+03
     1.00000E+09         3.16228E+07         2.40000E+02         2.00000E-01         5.84268E+04
