 %[acid] (cm^-3)         [DMA] (ppt)               T (K)            CS (1/s)       J (cm^-3s^-1)
     1.00000E+09         1.00000E+05         2.00000E+02         1.00000E-04         1.96211E+04
     1.00000E+09         3.16228E+05         2.00000E+02         1.00000E-04         6.28260E+04
     1.00000E+09         1.00000E+06         2.00000E+02         1.00000E-04         1.99937E+05
     1.00000E+09         3.16228E+06         2.00000E+02         1.00000E-04         6.33460E+05
     1.00000E+09         1.00000E+07         2.00000E+02         1.00000E-04         1.99630E+06
     1.00000E+09         3.16228E+07         2.00000E+02         1.00000E-04         6.21908E+06
     1.00000E+09         1.00000E+08         2.00000E+02         1.00000E-04         1.87539E+07
     1.00000E+09         3.16228E+08         2.00000E+02         1.00000E-04         5.11285E+07
     1.00000E+09         1.00000E+09         2.00000E+02         1.00000E-04         1.02291E+08
     3.16228E+09         1.00000E+04         2.00000E+02         1.00000E-04         5.96161E+03
     3.16228E+09         3.16228E+04         2.00000E+02         1.00000E-04         1.92948E+04
     3.16228E+09         1.00000E+05         2.00000E+02         1.00000E-04         6.18160E+04
     3.16228E+09         3.16228E+05         2.00000E+02         1.00000E-04         1.96926E+05
     3.16228E+09         1.00000E+06         2.00000E+02         1.00000E-04         6.25349E+05
     3.16228E+09         3.16228E+06         2.00000E+02         1.00000E-04         1.98203E+06
     3.16228E+09         1.00000E+07         2.00000E+02         1.00000E-04         6.27147E+06
     3.16228E+09         3.16228E+07         2.00000E+02         1.00000E-04         1.97812E+07
     3.16228E+09         1.00000E+08         2.00000E+02         1.00000E-04         6.18093E+07
     3.16228E+09         3.16228E+08         2.00000E+02         1.00000E-04         1.87422E+08
     3.16228E+09         1.00000E+09         2.00000E+02         1.00000E-04         5.15644E+08
     1.00000E+04         1.00000E+04         2.00000E+02         1.00000E-03         2.18414E-16
     1.00000E+04         3.16228E+04         2.00000E+02         1.00000E-03         4.29673E-14
     1.00000E+04         1.00000E+05         2.00000E+02         1.00000E-03         8.72918E-12
     1.00000E+04         3.16228E+05         2.00000E+02         1.00000E-03         1.14814E-09
     1.00000E+04         1.00000E+06         2.00000E+02         1.00000E-03         4.55301E-08
     1.00000E+04         3.16228E+06         2.00000E+02         1.00000E-03         2.92227E-07
     1.00000E+04         1.00000E+07         2.00000E+02         1.00000E-03         5.00402E-07
     1.00000E+04         3.16228E+07         2.00000E+02         1.00000E-03         5.63374E-07
     1.00000E+04         1.00000E+08         2.00000E+02         1.00000E-03         5.83815E-07
     1.00000E+04         3.16228E+08         2.00000E+02         1.00000E-03         5.97398E-07
     1.00000E+04         1.00000E+09         2.00000E+02         1.00000E-03         6.14236E-07
     3.16228E+04         1.00000E+04         2.00000E+02         1.00000E-03         4.18742E-14
     3.16228E+04         3.16228E+04         2.00000E+02         1.00000E-03         6.01441E-12
     3.16228E+04         1.00000E+05         2.00000E+02         1.00000E-03         9.77116E-10
     3.16228E+04         3.16228E+05         2.00000E+02         1.00000E-03         1.16204E-07
     3.16228E+04         1.00000E+06         2.00000E+02         1.00000E-03         4.46984E-06
     3.16228E+04         3.16228E+06         2.00000E+02         1.00000E-03         2.86228E-05
     3.16228E+04         1.00000E+07         2.00000E+02         1.00000E-03         4.91156E-05
     3.16228E+04         3.16228E+07         2.00000E+02         1.00000E-03         5.53318E-05
     3.16228E+04         1.00000E+08         2.00000E+02         1.00000E-03         5.73457E-05
     3.16228E+04         3.16228E+08         2.00000E+02         1.00000E-03         5.86756E-05
     3.16228E+04         1.00000E+09         2.00000E+02         1.00000E-03         6.03197E-05
     1.00000E+05         1.00000E+04         2.00000E+02         1.00000E-03         9.46733E-12
     1.00000E+05         3.16228E+04         2.00000E+02         1.00000E-03         1.05309E-09
     1.00000E+05         1.00000E+05         2.00000E+02         1.00000E-03         1.24809E-07
     1.00000E+05         3.16228E+05         2.00000E+02         1.00000E-03         1.19209E-05
     1.00000E+05         1.00000E+06         2.00000E+02         1.00000E-03         4.21685E-04
     1.00000E+05         3.16228E+06         2.00000E+02         1.00000E-03         2.68092E-03
     1.00000E+05         1.00000E+07         2.00000E+02         1.00000E-03         4.63015E-03
     1.00000E+05         3.16228E+07         2.00000E+02         1.00000E-03         5.22662E-03
     1.00000E+05         1.00000E+08         2.00000E+02         1.00000E-03         5.41871E-03
     1.00000E+05         3.16228E+08         2.00000E+02         1.00000E-03         5.54307E-03
     1.00000E+05         1.00000E+09         2.00000E+02         1.00000E-03         5.69544E-03
     3.16228E+05         1.00000E+04         2.00000E+02         1.00000E-03         1.88376E-09
     3.16228E+05         3.16228E+04         2.00000E+02         1.00000E-03         1.84475E-07
     3.16228E+05         1.00000E+05         2.00000E+02         1.00000E-03         1.69659E-05
     3.16228E+05         3.16228E+05         2.00000E+02         1.00000E-03         1.19164E-03
     3.16228E+05         1.00000E+06         2.00000E+02         1.00000E-03         3.51053E-02
     3.16228E+05         3.16228E+06         2.00000E+02         1.00000E-03         2.18362E-01
     3.16228E+05         1.00000E+07         2.00000E+02         1.00000E-03         3.84338E-01
     3.16228E+05         3.16228E+07         2.00000E+02         1.00000E-03         4.36537E-01
     3.16228E+05         1.00000E+08         2.00000E+02         1.00000E-03         4.53054E-01
     3.16228E+05         3.16228E+08         2.00000E+02         1.00000E-03         4.63113E-01
     3.16228E+05         1.00000E+09         2.00000E+02         1.00000E-03         4.75068E-01
     1.00000E+06         1.00000E+04         2.00000E+02         1.00000E-03         2.17261E-07
     1.00000E+06         3.16228E+04         2.00000E+02         1.00000E-03         2.02698E-05
     1.00000E+06         1.00000E+05         2.00000E+02         1.00000E-03         1.63981E-03
     1.00000E+06         3.16228E+05         2.00000E+02         1.00000E-03         8.93959E-02
     1.00000E+06         1.00000E+06         2.00000E+02         1.00000E-03         2.01351E+00
     1.00000E+06         3.16228E+06         2.00000E+02         1.00000E-03         1.18244E+01
     1.00000E+06         1.00000E+07         2.00000E+02         1.00000E-03         2.18927E+01
     1.00000E+06         3.16228E+07         2.00000E+02         1.00000E-03         2.53475E+01
     1.00000E+06         1.00000E+08         2.00000E+02         1.00000E-03         2.63985E+01
     1.00000E+06         3.16228E+08         2.00000E+02         1.00000E-03         2.69407E+01
     1.00000E+06         1.00000E+09         2.00000E+02         1.00000E-03         2.75195E+01
     3.16228E+06         1.00000E+04         2.00000E+02         1.00000E-03         1.22410E-05
     3.16228E+06         3.16228E+04         2.00000E+02         1.00000E-03         1.09105E-03
     3.16228E+06         1.00000E+05         2.00000E+02         1.00000E-03         7.76360E-02
     3.16228E+06         3.16228E+05         2.00000E+02         1.00000E-03         3.17879E+00
     3.16228E+06         1.00000E+06         2.00000E+02         1.00000E-03         5.02266E+01
     3.16228E+06         3.16228E+06         2.00000E+02         1.00000E-03         2.72016E+02
     3.16228E+06         1.00000E+07         2.00000E+02         1.00000E-03         5.75928E+02
     3.16228E+06         3.16228E+07         2.00000E+02         1.00000E-03         7.12638E+02
     3.16228E+06         1.00000E+08         2.00000E+02         1.00000E-03         7.53779E+02
     3.16228E+06         3.16228E+08         2.00000E+02         1.00000E-03         7.70196E+02
     3.16228E+06         1.00000E+09         2.00000E+02         1.00000E-03         7.83202E+02
     1.00000E+07         1.00000E+04         2.00000E+02         1.00000E-03         8.69057E-04
     1.00000E+07         3.16228E+04         2.00000E+02         1.00000E-03         6.46092E-02
     1.00000E+07         1.00000E+05         2.00000E+02         1.00000E-03         2.95375E+00
     1.00000E+07         3.16228E+05         2.00000E+02         1.00000E-03         5.88649E+01
     1.00000E+07         1.00000E+06         2.00000E+02         1.00000E-03         5.12182E+02
     1.00000E+07         3.16228E+06         2.00000E+02         1.00000E-03         2.44840E+03
     1.00000E+07         1.00000E+07         2.00000E+02         1.00000E-03         6.65533E+03
     1.00000E+07         3.16228E+07         2.00000E+02         1.00000E-03         1.00518E+04
     1.00000E+07         1.00000E+08         2.00000E+02         1.00000E-03         1.12816E+04
     1.00000E+07         3.16228E+08         2.00000E+02         1.00000E-03         1.17057E+04
     1.00000E+07         1.00000E+09         2.00000E+02         1.00000E-03         1.19317E+04
     3.16228E+07         1.00000E+04         2.00000E+02         1.00000E-03         1.56700E-01
     3.16228E+07         3.16228E+04         2.00000E+02         1.00000E-03         5.88125E+00
     3.16228E+07         1.00000E+05         2.00000E+02         1.00000E-03         9.26839E+01
     3.16228E+07         3.16228E+05         2.00000E+02         1.00000E-03         6.98431E+02
     3.16228E+07         1.00000E+06         2.00000E+02         1.00000E-03         3.41264E+03
     3.16228E+07         3.16228E+06         2.00000E+02         1.00000E-03         1.30720E+04
     3.16228E+07         1.00000E+07         2.00000E+02         1.00000E-03         4.07753E+04
     3.16228E+07         3.16228E+07         2.00000E+02         1.00000E-03         8.85817E+04
     3.16228E+07         1.00000E+08         2.00000E+02         1.00000E-03         1.20337E+05
     3.16228E+07         3.16228E+08         2.00000E+02         1.00000E-03         1.31706E+05
     3.16228E+07         1.00000E+09         2.00000E+02         1.00000E-03         1.36428E+05
     1.00000E+08         1.00000E+04         2.00000E+02         1.00000E-03         7.45041E+00
     1.00000E+08         3.16228E+04         2.00000E+02         1.00000E-03         1.11951E+02
     1.00000E+08         1.00000E+05         2.00000E+02         1.00000E-03         8.23108E+02
     1.00000E+08         3.16228E+05         2.00000E+02         1.00000E-03         4.01430E+03
     1.00000E+08         1.00000E+06         2.00000E+02         1.00000E-03         1.57526E+04
     1.00000E+08         3.16228E+06         2.00000E+02         1.00000E-03         5.45692E+04
     1.00000E+08         1.00000E+07         2.00000E+02         1.00000E-03         1.72358E+05
     1.00000E+08         3.16228E+07         2.00000E+02         1.00000E-03         4.79213E+05
     1.00000E+08         1.00000E+08         2.00000E+02         1.00000E-03         9.71937E+05
     1.00000E+08         3.16228E+08         2.00000E+02         1.00000E-03         1.27652E+06
     1.00000E+08         1.00000E+09         2.00000E+02         1.00000E-03         1.39094E+06
     3.16228E+08         1.00000E+04         2.00000E+02         1.00000E-03         1.02118E+02
     3.16228E+08         3.16228E+04         2.00000E+02         1.00000E-03         7.74011E+02
     3.16228E+08         1.00000E+05         2.00000E+02         1.00000E-03         3.86262E+03
     3.16228E+08         3.16228E+05         2.00000E+02         1.00000E-03         1.55315E+04
     3.16228E+08         1.00000E+06         2.00000E+02         1.00000E-03         5.57252E+04
     3.16228E+08         3.16228E+06         2.00000E+02         1.00000E-03         1.87364E+05
     3.16228E+08         1.00000E+07         2.00000E+02         1.00000E-03         6.01997E+05
     3.16228E+08         3.16228E+07         2.00000E+02         1.00000E-03         1.83619E+06
     3.16228E+08         1.00000E+08         2.00000E+02         1.00000E-03         5.01444E+06
     3.16228E+08         3.16228E+08         2.00000E+02         1.00000E-03         1.00342E+07
     3.16228E+08         1.00000E+09         2.00000E+02         1.00000E-03         1.30683E+07
     1.00000E+09         1.00000E+04         2.00000E+02         1.00000E-03         7.29784E+02
     1.00000E+09         3.16228E+04         2.00000E+02         1.00000E-03         3.68484E+03
     1.00000E+09         1.00000E+05         2.00000E+02         1.00000E-03         1.49354E+04
     1.00000E+09         3.16228E+05         2.00000E+02         1.00000E-03         5.40151E+04
     1.00000E+09         1.00000E+06         2.00000E+02         1.00000E-03         1.83781E+05
     1.00000E+09         3.16228E+06         2.00000E+02         1.00000E-03         6.04263E+05
     1.00000E+09         1.00000E+07         2.00000E+02         1.00000E-03         1.94406E+06
     1.00000E+09         3.16228E+07         2.00000E+02         1.00000E-03         6.12670E+06
     1.00000E+09         1.00000E+08         2.00000E+02         1.00000E-03         1.85947E+07
     1.00000E+09         3.16228E+08         2.00000E+02         1.00000E-03         5.08748E+07
     1.00000E+09         1.00000E+09         2.00000E+02         1.00000E-03         1.01980E+08
     3.16228E+09         1.00000E+04         2.00000E+02         1.00000E-03         3.60611E+03
     3.16228E+09         3.16228E+04         2.00000E+02         1.00000E-03         1.46531E+04
     3.16228E+09         1.00000E+05         2.00000E+02         1.00000E-03         5.30819E+04
     3.16228E+09         3.16228E+05         2.00000E+02         1.00000E-03         1.80900E+05
     3.16228E+09         1.00000E+06         2.00000E+02         1.00000E-03         5.96347E+05
     3.16228E+09         3.16228E+06         2.00000E+02         1.00000E-03         1.92995E+06
     3.16228E+09         1.00000E+07         2.00000E+02         1.00000E-03         6.17843E+06
     3.16228E+09         3.16228E+07         2.00000E+02         1.00000E-03         1.96157E+07
     3.16228E+09         1.00000E+08         2.00000E+02         1.00000E-03         6.15173E+07
     3.16228E+09         3.16228E+08         2.00000E+02         1.00000E-03         1.86918E+08
     3.16228E+09         1.00000E+09         2.00000E+02         1.00000E-03         5.14840E+08
     1.00000E+04         1.00000E+04         2.00000E+02         1.00000E-02         3.32711E-23
     1.00000E+04         3.16228E+04         2.00000E+02         1.00000E-02         7.04326E-21
     1.00000E+04         1.00000E+05         2.00000E+02         1.00000E-02         1.83252E-18
     1.00000E+04         3.16228E+05         2.00000E+02         1.00000E-02         4.96602E-16
     1.00000E+04         1.00000E+06         2.00000E+02         1.00000E-02         1.14646E-13
     1.00000E+04         3.16228E+06         2.00000E+02         1.00000E-02         1.52950E-11
     1.00000E+04         1.00000E+07         2.00000E+02         1.00000E-02         5.66012E-10
     1.00000E+04         3.16228E+07         2.00000E+02         1.00000E-02         3.22267E-09
     1.00000E+04         1.00000E+08         2.00000E+02         1.00000E-02         5.16324E-09
     1.00000E+04         3.16228E+08         2.00000E+02         1.00000E-02         5.80143E-09
     1.00000E+04         1.00000E+09         2.00000E+02         1.00000E-02         6.11751E-09
     3.16228E+04         1.00000E+04         2.00000E+02         1.00000E-02         6.70748E-21
     3.16228E+04         3.16228E+04         2.00000E+02         1.00000E-02         1.03727E-18
     3.16228E+04         1.00000E+05         2.00000E+02         1.00000E-02         2.14984E-16
     3.16228E+04         3.16228E+05         2.00000E+02         1.00000E-02         5.23846E-14
     3.16228E+04         1.00000E+06         2.00000E+02         1.00000E-02         1.16314E-11
     3.16228E+04         3.16228E+06         2.00000E+02         1.00000E-02         1.53220E-09
     3.16228E+04         1.00000E+07         2.00000E+02         1.00000E-02         5.65067E-08
     3.16228E+04         3.16228E+07         2.00000E+02         1.00000E-02         3.21621E-07
     3.16228E+04         1.00000E+08         2.00000E+02         1.00000E-02         5.15365E-07
     3.16228E+04         3.16228E+08         2.00000E+02         1.00000E-02         5.79088E-07
     3.16228E+04         1.00000E+09         2.00000E+02         1.00000E-02         6.10639E-07
     1.00000E+05         1.00000E+04         2.00000E+02         1.00000E-02         1.72180E-18
     1.00000E+05         3.16228E+04         2.00000E+02         1.00000E-02         2.07247E-16
     1.00000E+05         1.00000E+05         2.00000E+02         1.00000E-02         3.13644E-14
     1.00000E+05         3.16228E+05         2.00000E+02         1.00000E-02         6.08539E-12
     1.00000E+05         1.00000E+06         2.00000E+02         1.00000E-02         1.21496E-09
     1.00000E+05         3.16228E+06         2.00000E+02         1.00000E-02         1.54052E-07
     1.00000E+05         1.00000E+07         2.00000E+02         1.00000E-02         5.62086E-06
     1.00000E+05         3.16228E+07         2.00000E+02         1.00000E-02         3.19587E-05
     1.00000E+05         1.00000E+08         2.00000E+02         1.00000E-02         5.12343E-05
     1.00000E+05         3.16228E+08         2.00000E+02         1.00000E-02         5.75767E-05
     1.00000E+05         1.00000E+09         2.00000E+02         1.00000E-02         6.07134E-05
     3.16228E+05         1.00000E+04         2.00000E+02         1.00000E-02         4.87266E-16
     3.16228E+05         3.16228E+04         2.00000E+02         1.00000E-02         5.17571E-14
     3.16228E+05         1.00000E+05         2.00000E+02         1.00000E-02         6.09358E-12
     3.16228E+05         3.16228E+05         2.00000E+02         1.00000E-02         8.62269E-10
     3.16228E+05         1.00000E+06         2.00000E+02         1.00000E-02         1.36984E-07
     3.16228E+05         3.16228E+06         2.00000E+02         1.00000E-02         1.56466E-05
     3.16228E+05         1.00000E+07         2.00000E+02         1.00000E-02         5.52751E-04
     3.16228E+05         3.16228E+07         2.00000E+02         1.00000E-02         3.13244E-03
     3.16228E+05         1.00000E+08         2.00000E+02         1.00000E-02         5.02902E-03
     3.16228E+05         3.16228E+08         2.00000E+02         1.00000E-02         5.65386E-03
     3.16228E+05         1.00000E+09         2.00000E+02         1.00000E-02         5.96178E-03
     1.00000E+06         1.00000E+04         2.00000E+02         1.00000E-02         1.32920E-13
     1.00000E+06         3.16228E+04         2.00000E+02         1.00000E-02         1.34665E-11
     1.00000E+06         1.00000E+05         2.00000E+02         1.00000E-02         1.39900E-09
     1.00000E+06         3.16228E+05         2.00000E+02         1.00000E-02         1.53856E-07
     1.00000E+06         1.00000E+06         2.00000E+02         1.00000E-02         1.77919E-05
     1.00000E+06         3.16228E+06         2.00000E+02         1.00000E-02         1.62155E-03
     1.00000E+06         1.00000E+07         2.00000E+02         1.00000E-02         5.24153E-02
     1.00000E+06         3.16228E+07         2.00000E+02         1.00000E-02         2.94027E-01
     1.00000E+06         1.00000E+08         2.00000E+02         1.00000E-02         4.74168E-01
     1.00000E+06         3.16228E+08         2.00000E+02         1.00000E-02         5.33752E-01
     1.00000E+06         1.00000E+09         2.00000E+02         1.00000E-02         5.62789E-01
     3.16228E+06         1.00000E+04         2.00000E+02         1.00000E-02         2.89262E-11
     3.16228E+06         3.16228E+04         2.00000E+02         1.00000E-02         2.88490E-09
     3.16228E+06         1.00000E+05         2.00000E+02         1.00000E-02         2.86005E-07
     3.16228E+06         3.16228E+05         2.00000E+02         1.00000E-02         2.77781E-05
     3.16228E+06         1.00000E+06         2.00000E+02         1.00000E-02         2.49720E-03
     3.16228E+06         3.16228E+06         2.00000E+02         1.00000E-02         1.66283E-01
     3.16228E+06         1.00000E+07         2.00000E+02         1.00000E-02         4.42630E+00
     3.16228E+06         3.16228E+07         2.00000E+02         1.00000E-02         2.41004E+01
     3.16228E+06         1.00000E+08         2.00000E+02         1.00000E-02         3.93829E+01
     3.16228E+06         3.16228E+08         2.00000E+02         1.00000E-02         4.45011E+01
     3.16228E+06         1.00000E+09         2.00000E+02         1.00000E-02         4.69109E+01
     1.00000E+07         1.00000E+04         2.00000E+02         1.00000E-02         3.62713E-09
     1.00000E+07         3.16228E+04         2.00000E+02         1.00000E-02         3.59848E-07
     1.00000E+07         1.00000E+05         2.00000E+02         1.00000E-02         3.50973E-05
     1.00000E+07         3.16228E+05         2.00000E+02         1.00000E-02         3.24646E-03
     1.00000E+07         1.00000E+06         2.00000E+02         1.00000E-02         2.56112E-01
     1.00000E+07         3.16228E+06         2.00000E+02         1.00000E-02         1.30966E+01
     1.00000E+07         1.00000E+07         2.00000E+02         1.00000E-02         2.61417E+02
     1.00000E+07         3.16228E+07         2.00000E+02         1.00000E-02         1.32605E+03
     1.00000E+07         1.00000E+08         2.00000E+02         1.00000E-02         2.24933E+03
     1.00000E+07         3.16228E+08         2.00000E+02         1.00000E-02         2.57282E+03
     1.00000E+07         1.00000E+09         2.00000E+02         1.00000E-02         2.71184E+03
     3.16228E+07         1.00000E+04         2.00000E+02         1.00000E-02         2.74850E-07
     3.16228E+07         3.16228E+04         2.00000E+02         1.00000E-02         2.70716E-05
     3.16228E+07         1.00000E+05         2.00000E+02         1.00000E-02         2.58170E-03
     3.16228E+07         3.16228E+05         2.00000E+02         1.00000E-02         2.23183E-01
     3.16228E+07         1.00000E+06         2.00000E+02         1.00000E-02         1.46434E+01
     3.16228E+07         3.16228E+06         2.00000E+02         1.00000E-02         5.10967E+02
     3.16228E+07         1.00000E+07         2.00000E+02         1.00000E-02         6.70241E+03
     3.16228E+07         3.16228E+07         2.00000E+02         1.00000E-02         3.13262E+04
     3.16228E+07         1.00000E+08         2.00000E+02         1.00000E-02         5.99185E+04
     3.16228E+07         3.16228E+08         2.00000E+02         1.00000E-02         7.20463E+04
     3.16228E+07         1.00000E+09         2.00000E+02         1.00000E-02         7.66410E+04
     1.00000E+08         1.00000E+04         2.00000E+02         1.00000E-02         3.18403E-05
     1.00000E+08         3.16228E+04         2.00000E+02         1.00000E-02         3.03931E-03
     1.00000E+08         1.00000E+05         2.00000E+02         1.00000E-02         2.63535E-01
     1.00000E+08         3.16228E+05         2.00000E+02         1.00000E-02         1.74657E+01
     1.00000E+08         1.00000E+06         2.00000E+02         1.00000E-02         6.31952E+02
     1.00000E+08         3.16228E+06         2.00000E+02         1.00000E-02         9.48441E+03
     1.00000E+08         1.00000E+07         2.00000E+02         1.00000E-02         6.69484E+04
     1.00000E+08         3.16228E+07         2.00000E+02         1.00000E-02         2.82249E+05
     1.00000E+08         1.00000E+08         2.00000E+02         1.00000E-02         7.08646E+05
     1.00000E+08         3.16228E+08         2.00000E+02         1.00000E-02         1.02124E+06
     1.00000E+08         1.00000E+09         2.00000E+02         1.00000E-02         1.14097E+06
     3.16228E+08         1.00000E+04         2.00000E+02         1.00000E-02         2.90442E-03
     3.16228E+08         3.16228E+04         2.00000E+02         1.00000E-02         2.53244E-01
     3.16228E+08         1.00000E+05         2.00000E+02         1.00000E-02         1.70317E+01
     3.16228E+08         3.16228E+05         2.00000E+02         1.00000E-02         6.34651E+02
     3.16228E+08         1.00000E+06         2.00000E+02         1.00000E-02         9.93360E+03
     3.16228E+08         3.16228E+06         2.00000E+02         1.00000E-02         7.47380E+04
     3.16228E+08         1.00000E+07         2.00000E+02         1.00000E-02         3.65127E+05
     3.16228E+08         3.16228E+07         2.00000E+02         1.00000E-02         1.38929E+06
     3.16228E+08         1.00000E+08         2.00000E+02         1.00000E-02         4.26981E+06
     3.16228E+08         3.16228E+08         2.00000E+02         1.00000E-02         9.09917E+06
     3.16228E+08         1.00000E+09         2.00000E+02         1.00000E-02         1.21816E+07
     1.00000E+09         1.00000E+04         2.00000E+02         1.00000E-02         2.23835E-01
     1.00000E+09         3.16228E+04         2.00000E+02         1.00000E-02         1.52514E+01
     1.00000E+09         1.00000E+05         2.00000E+02         1.00000E-02         5.83194E+02
     1.00000E+09         3.16228E+05         2.00000E+02         1.00000E-02         9.41587E+03
     1.00000E+09         1.00000E+06         2.00000E+02         1.00000E-02         7.27885E+04
     1.00000E+09         3.16228E+06         2.00000E+02         1.00000E-02         3.66780E+05
     1.00000E+09         1.00000E+07         2.00000E+02         1.00000E-02         1.47826E+06
     1.00000E+09         3.16228E+07         2.00000E+02         1.00000E-02         5.26050E+06
     1.00000E+09         1.00000E+08         2.00000E+02         1.00000E-02         1.70604E+07
     1.00000E+09         3.16228E+08         2.00000E+02         1.00000E-02         4.83937E+07
     1.00000E+09         1.00000E+09         2.00000E+02         1.00000E-02         9.89141E+07
     3.16228E+09         1.00000E+04         2.00000E+02         1.00000E-02         1.44136E+01
     3.16228E+09         3.16228E+04         2.00000E+02         1.00000E-02         5.57346E+02
     3.16228E+09         1.00000E+05         2.00000E+02         1.00000E-02         9.11548E+03
     3.16228E+09         3.16228E+05         2.00000E+02         1.00000E-02         7.11208E+04
     3.16228E+09         1.00000E+06         2.00000E+02         1.00000E-02         3.60771E+05
     3.16228E+09         3.16228E+06         2.00000E+02         1.00000E-02         1.46581E+06
     3.16228E+09         1.00000E+07         2.00000E+02         1.00000E-02         5.30576E+06
     3.16228E+09         3.16228E+07         2.00000E+02         1.00000E-02         1.80190E+07
     3.16228E+09         1.00000E+08         2.00000E+02         1.00000E-02         5.86560E+07
     3.16228E+09         3.16228E+08         2.00000E+02         1.00000E-02         1.81944E+08
     3.16228E+09         1.00000E+09         2.00000E+02         1.00000E-02         5.06856E+08
     1.00000E+04         1.00000E+04         2.00000E+02         1.00000E-01         3.96703E-30
     1.00000E+04         3.16228E+04         2.00000E+02         1.00000E-01         8.44276E-28
     1.00000E+04         1.00000E+05         2.00000E+02         1.00000E-01         2.25376E-25
     1.00000E+04         3.16228E+05         2.00000E+02         1.00000E-01         6.65273E-23
     1.00000E+04         1.00000E+06         2.00000E+02         1.00000E-01         1.99961E-20
     1.00000E+04         3.16228E+06         2.00000E+02         1.00000E-01         5.69527E-18
     1.00000E+04         1.00000E+07         2.00000E+02         1.00000E-01         1.32869E-15
     1.00000E+04         3.16228E+07         2.00000E+02         1.00000E-01         1.74946E-13
     1.00000E+04         1.00000E+08         2.00000E+02         1.00000E-01         6.22348E-12
     1.00000E+04         3.16228E+08         2.00000E+02         1.00000E-01         3.37590E-11
     1.00000E+04         1.00000E+09         2.00000E+02         1.00000E-01         5.36643E-11
     3.16228E+04         1.00000E+04         2.00000E+02         1.00000E-01         8.05727E-28
     3.16228E+04         3.16228E+04         2.00000E+02         1.00000E-01         1.25267E-25
     3.16228E+04         1.00000E+05         2.00000E+02         1.00000E-01         2.66019E-23
     3.16228E+04         3.16228E+05         2.00000E+02         1.00000E-01         7.05298E-21
     3.16228E+04         1.00000E+06         2.00000E+02         1.00000E-01         2.03774E-18
     3.16228E+04         3.16228E+06         2.00000E+02         1.00000E-01         5.72796E-16
     3.16228E+04         1.00000E+07         2.00000E+02         1.00000E-01         1.33068E-13
     3.16228E+04         3.16228E+07         2.00000E+02         1.00000E-01         1.74978E-11
     3.16228E+04         1.00000E+08         2.00000E+02         1.00000E-01         6.22245E-10
     3.16228E+04         3.16228E+08         2.00000E+02         1.00000E-01         3.37522E-09
     3.16228E+04         1.00000E+09         2.00000E+02         1.00000E-01         5.36542E-09
     1.00000E+05         1.00000E+04         2.00000E+02         1.00000E-01         2.09703E-25
     1.00000E+05         3.16228E+04         2.00000E+02         1.00000E-01         2.54200E-23
     1.00000E+05         1.00000E+05         2.00000E+02         1.00000E-01         3.94328E-21
     1.00000E+05         3.16228E+05         2.00000E+02         1.00000E-01         8.31655E-19
     1.00000E+05         1.00000E+06         2.00000E+02         1.00000E-01         2.15811E-16
     1.00000E+05         3.16228E+06         2.00000E+02         1.00000E-01         5.83116E-14
     1.00000E+05         1.00000E+07         2.00000E+02         1.00000E-01         1.33698E-11
     1.00000E+05         3.16228E+07         2.00000E+02         1.00000E-01         1.75081E-09
     1.00000E+05         1.00000E+08         2.00000E+02         1.00000E-01         6.21920E-08
     1.00000E+05         3.16228E+08         2.00000E+02         1.00000E-01         3.37308E-07
     1.00000E+05         1.00000E+09         2.00000E+02         1.00000E-01         5.36222E-07
     3.16228E+05         1.00000E+04         2.00000E+02         1.00000E-01         6.15910E-23
     3.16228E+05         3.16228E+04         2.00000E+02         1.00000E-01         6.59784E-21
     3.16228E+05         1.00000E+05         2.00000E+02         1.00000E-01         7.97951E-19
     3.16228E+05         3.16228E+05         2.00000E+02         1.00000E-01         1.22914E-16
     3.16228E+05         1.00000E+06         2.00000E+02         1.00000E-01         2.53676E-14
     3.16228E+05         3.16228E+06         2.00000E+02         1.00000E-01         6.15579E-12
     3.16228E+05         1.00000E+07         2.00000E+02         1.00000E-01         1.35677E-09
     3.16228E+05         3.16228E+07         2.00000E+02         1.00000E-01         1.75404E-07
     3.16228E+05         1.00000E+08         2.00000E+02         1.00000E-01         6.20893E-06
     3.16228E+05         3.16228E+08         2.00000E+02         1.00000E-01         3.36633E-05
     3.16228E+05         1.00000E+09         2.00000E+02         1.00000E-01         5.35212E-05
     1.00000E+06         1.00000E+04         2.00000E+02         1.00000E-01         1.87929E-20
     1.00000E+06         3.16228E+04         2.00000E+02         1.00000E-01         1.92123E-18
     1.00000E+06         1.00000E+05         2.00000E+02         1.00000E-01         2.05329E-16
     1.00000E+06         3.16228E+05         2.00000E+02         1.00000E-01         2.46536E-14
     1.00000E+06         1.00000E+06         2.00000E+02         1.00000E-01         3.71439E-12
     1.00000E+06         3.16228E+06         2.00000E+02         1.00000E-01         7.16526E-10
     1.00000E+06         1.00000E+07         2.00000E+02         1.00000E-01         1.41830E-07
     1.00000E+06         3.16228E+07         2.00000E+02         1.00000E-01         1.76398E-05
     1.00000E+06         1.00000E+08         2.00000E+02         1.00000E-01         6.17656E-04
     1.00000E+06         3.16228E+08         2.00000E+02         1.00000E-01         3.34505E-03
     1.00000E+06         1.00000E+09         2.00000E+02         1.00000E-01         5.32028E-03
     3.16228E+06         1.00000E+04         2.00000E+02         1.00000E-01         5.67018E-18
